,geneamps_ENSG00000133627_ACTR3B,geneamps_ENSG00000011426_ANLN,geneamps_ENSG00000107262_BAG1,geneamps_ENSG00000171791_BCL2,geneamps_ENSG00000089685_BIRC5,geneamps_ENSG00000106605_BLVRA,geneamps_ENSG00000134057_CCNB1,geneamps_ENSG00000105173_CCNE1,geneamps_ENSG00000117399_CDC20,geneamps_ENSG00000094804_CDC6,geneamps_ENSG00000062038_CDH3,geneamps_ENSG00000117724_CENPF,geneamps_ENSG00000138180_CEP55,geneamps_ENSG00000171604_CXXC5,geneamps_ENSG00000146648_EGFR,geneamps_ENSG00000141736_ERBB2,geneamps_ENSG00000091831_ESR1,geneamps_ENSG00000174371_EXO1,geneamps_ENSG00000160867_FGFR4,geneamps_ENSG00000129514_FOXA1,geneamps_ENSG00000054598_FOXC1,geneamps_ENSG00000173890_GPR160,geneamps_ENSG00000141738_GRB7,geneamps_ENSG00000142945_KIF2C,geneamps_ENSG00000186847_KRT14,geneamps_ENSG00000128422_KRT17,geneamps_ENSG00000186081_KRT5,geneamps_ENSG00000186868_MAPT,geneamps_ENSG00000135679_MDM2,geneamps_ENSG00000165304_MELK,geneamps_ENSG00000261857_MIA,geneamps_ENSG00000148773_MKI67,geneamps_ENSG00000115648_MLPH,geneamps_ENSG00000099953_MMP11,geneamps_ENSG00000101057_MYBL2,geneamps_ENSG00000136997_MYC,geneamps_ENSG00000171428_NAT1,geneamps_ENSG00000080986_NDC80,geneamps_ENSG00000143228_NUF2,geneamps_ENSG00000091651_ORC6,geneamps_ENSG00000082175_PGR,geneamps_ENSG00000092621_PHGDH,geneamps_ENSG00000164611_PTTG1,geneamps_ENSG00000171848_RRM2,geneamps_ENSG00000104332_SFRP1,geneamps_ENSG00000141424_SLC39A6,geneamps_ENSG00000151715_TMEM45B,geneamps_ENSG00000176890_TYMS,geneamps_ENSG00000175063_UBE2C,geneamps_ENSG00000077152_UBE2T
AOCS-005-1,5.0,4.0,3.0,3.0,3.0,2.0,2.0,25.0,15.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,3.0,5.0,2.0,7.0,3.0,3.0,4.0,3.0,4.0,3.0,2.0,2.0,3.0,2.0,4.0,4.0,3.0,2.0,4.0,3.0,3.0,3.0,2.0,2.0,4.0,3.0,3.0,2.0,4.0,4.0
AOCS-058-1,4.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0
AOCS-108-1,5.0,5.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,5.0,3.0,3.0,4.0,3.0,6.0,4.0,2.0,6.0,7.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,8.0,2.0,2.0,5.0,3.0,4.0,6.0,3.0,3.0,5.0,2.0,5.0,2.0,5.0,5.0
AOCS-122-1,6.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,6.0,4.0,2.0,4.0,2.0,4.0,4.0,3.0,2.0,5.0,5.0,4.0,6.0,4.0,3.0,6.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,2.0,3.0,2.0,6.0,4.0,3.0,3.0,5.0,3.0,3.0,4.0,4.0,5.0,2.0,3.0,2.0,3.0,6.0,4.0
AOCS-065-1,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,6.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0
AOCS-001-1,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,1.0,1.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,4.0,2.0
AOCS-125-1,3.0,4.0,2.0,2.0,4.0,4.0,2.0,4.0,4.0,2.0,2.0,3.0,4.0,3.0,4.0,2.0,2.0,3.0,2.0,4.0,2.0,6.0,2.0,4.0,2.0,2.0,4.0,2.0,4.0,2.0,4.0,5.0,5.0,2.0,4.0,6.0,2.0,4.0,5.0,1.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,3.0
AOCS-123-1,2.0,2.0,2.0,1.0,4.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,3.0,5.0
AOCS-090-1,3.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,3.0,2.0,6.0,3.0,2.0,2.0,3.0,5.0,2.0,2.0,4.0,2.0,4.0,2.0,2.0,3.0,2.0,3.0,4.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,4.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,3.0,2.0,3.0,4.0
AOCS-061-1,3.0,2.0,2.0,2.0,2.0,2.0,2.0,11.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,4.0,6.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,4.0,3.0,5.0,2.0,3.0,5.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0
AOCS-075-1,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0
AOCS-056-1,1.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,3.0,2.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,1.0,2.0,2.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,4.0,2.0,9.0,2.0
AOCS-106-1,4.0,2.0,3.0,3.0,3.0,2.0,2.0,4.0,3.0,3.0,1.0,3.0,3.0,4.0,2.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,5.0,2.0,2.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,5.0,2.0,5.0,3.0
AOCS-107-1,3.0,2.0,3.0,2.0,3.0,2.0,1.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,2.0,6.0,5.0,3.0,4.0,7.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,2.0,4.0,10.0,3.0,7.0,4.0,3.0,3.0,4.0,4.0,2.0,3.0,7.0,4.0,8.0,4.0,3.0
AOCS-093-1,6.0,4.0,6.0,4.0,3.0,5.0,3.0,7.0,9.0,3.0,4.0,3.0,5.0,3.0,5.0,3.0,6.0,3.0,3.0,7.0,6.0,9.0,3.0,9.0,3.0,3.0,3.0,3.0,3.0,6.0,6.0,4.0,3.0,3.0,6.0,13.0,3.0,6.0,6.0,5.0,9.0,7.0,3.0,3.0,6.0,6.0,9.0,6.0,9.0,6.0
AOCS-132-1,4.0,3.0,2.0,3.0,4.0,3.0,1.0,3.0,4.0,2.0,2.0,4.0,3.0,3.0,4.0,2.0,1.0,4.0,2.0,3.0,2.0,3.0,2.0,4.0,2.0,2.0,3.0,2.0,3.0,2.0,6.0,3.0,4.0,1.0,4.0,2.0,3.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,4.0
AOCS-078-1,4.0,5.0,7.0,4.0,4.0,4.0,3.0,11.0,10.0,5.0,1.0,4.0,4.0,5.0,5.0,2.0,5.0,4.0,5.0,6.0,6.0,9.0,2.0,7.0,2.0,2.0,5.0,2.0,3.0,8.0,3.0,4.0,7.0,2.0,3.0,5.0,1.0,4.0,6.0,5.0,4.0,6.0,5.0,5.0,2.0,4.0,2.0,4.0,3.0,4.0
AOCS-059-1,3.0,3.0,3.0,1.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,2.0,2.0,4.0,2.0,4.0,2.0,3.0,3.0,2.0,1.0,4.0,2.0,3.0,4.0
AOCS-131-1,2.0,5.0,3.0,2.0,4.0,5.0,2.0,5.0,4.0,3.0,2.0,3.0,2.0,3.0,5.0,3.0,4.0,6.0,4.0,4.0,5.0,4.0,3.0,4.0,7.0,7.0,4.0,2.0,4.0,3.0,5.0,3.0,4.0,3.0,3.0,2.0,1.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,2.0,3.0,2.0
AOCS-060-1,2.0,3.0,2.0,2.0,3.0,3.0,1.0,10.0,3.0,3.0,2.0,5.0,3.0,2.0,3.0,3.0,3.0,4.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,28.0,1.0,2.0,4.0,2.0,5.0,3.0,2.0,6.0,17.0,2.0,3.0,2.0,3.0,5.0
AOCS-086-1,4.0,2.0,3.0,3.0,6.0,4.0,2.0,4.0,7.0,3.0,1.0,2.0,3.0,4.0,4.0,3.0,5.0,2.0,5.0,7.0,7.0,6.0,3.0,7.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,2.0,4.0,13.0,2.0,3.0,6.0,3.0,2.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0
AOCS-109-1,4.0,4.0,4.0,3.0,3.0,4.0,3.0,21.0,3.0,3.0,3.0,5.0,3.0,3.0,4.0,33.0,3.0,4.0,3.0,4.0,5.0,7.0,33.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,6.0,3.0,4.0,2.0,5.0,6.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,7.0,2.0,3.0,3.0,3.0,5.0,4.0
AOCS-092-1,5.0,5.0,2.0,2.0,3.0,5.0,5.0,6.0,4.0,5.0,3.0,6.0,3.0,6.0,5.0,5.0,3.0,6.0,5.0,3.0,5.0,7.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,5.0,3.0,4.0,3.0,5.0,6.0,2.0,2.0,6.0,4.0,6.0,3.0,5.0,3.0,2.0,6.0,6.0,2.0,6.0,6.0
AOCS-083-1,5.0,5.0,4.0,2.0,4.0,5.0,5.0,6.0,7.0,2.0,2.0,5.0,4.0,5.0,5.0,2.0,3.0,5.0,5.0,3.0,6.0,6.0,2.0,5.0,2.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,9.0,4.0,2.0,5.0,2.0,4.0,5.0,5.0,2.0,4.0,2.0,4.0,2.0,6.0,5.0
AOCS-104-1,3.0,2.0,2.0,1.0,2.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0
AOCS-115-1,2.0,2.0,2.0,1.0,2.0,2.0,2.0,15.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0
AOCS-088-1,2.0,3.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,5.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0
AOCS-168-1,4.0,4.0,4.0,4.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0,3.0,3.0,7.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,4.0,3.0,4.0,4.0,2.0,5.0,4.0,3.0,4.0,4.0,3.0,3.0,2.0,4.0,4.0,5.0,4.0,3.0,4.0,5.0,4.0
AOCS-166-1,4.0,4.0,3.0,3.0,3.0,4.0,3.0,26.0,4.0,3.0,2.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,2.0,2.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,2.0,4.0,5.0,5.0,3.0,7.0,3.0,3.0,3.0,4.0,2.0,2.0,4.0,3.0,5.0,3.0,3.0,2.0,3.0,7.0,4.0
AOCS-152-1,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,10.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0
AOCS-158-1,5.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,4.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,2.0
AOCS-064-1,3.0,8.0,3.0,2.0,2.0,3.0,1.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,5.0,6.0,2.0,7.0,5.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,6.0,3.0,3.0,4.0,2.0,2.0,4.0,3.0,4.0,3.0,3.0,2.0,3.0,4.0,2.0,2.0,3.0,4.0
AOCS-162-1,3.0,3.0,4.0,4.0,4.0,3.0,1.0,10.0,3.0,4.0,1.0,5.0,4.0,2.0,3.0,4.0,2.0,5.0,8.0,3.0,5.0,6.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,2.0,6.0,8.0,2.0,5.0,5.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,6.0,5.0
AOCS-170-1,3.0,4.0,4.0,2.0,4.0,4.0,2.0,6.0,4.0,7.0,3.0,2.0,3.0,5.0,6.0,7.0,9.0,4.0,5.0,4.0,4.0,6.0,7.0,5.0,3.0,3.0,3.0,3.0,5.0,4.0,5.0,3.0,6.0,5.0,2.0,9.0,4.0,4.0,6.0,3.0,7.0,4.0,5.0,6.0,4.0,4.0,4.0,4.0,2.0,4.0
AOCS-171-1,8.0,4.0,2.0,2.0,4.0,4.0,2.0,4.0,4.0,3.0,4.0,2.0,4.0,4.0,4.0,3.0,2.0,6.0,4.0,2.0,4.0,7.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,2.0,4.0,4.0,4.0,6.0,4.0,8.0,4.0,2.0,6.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,2.0,4.0,6.0
AOCS-139-4,3.0,4.0,5.0,3.0,4.0,4.0,2.0,4.0,3.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,4.0,3.0,2.0,7.0,2.0,3.0,2.0,2.0,1.0,2.0,3.0,4.0,3.0,2.0,3.0,3.0,4.0,9.0,1.0,2.0,3.0,2.0,5.0,4.0,3.0,3.0,3.0,5.0,5.0,2.0,4.0,2.0
AOCS-157-1,4.0,4.0,4.0,2.0,2.0,4.0,4.0,6.0,6.0,2.0,0.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,3.0,4.0,8.0,6.0,2.0,4.0,2.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,5.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,2.0,4.0,4.0
AOCS-126-1,5.0,4.0,2.0,2.0,7.0,4.0,1.0,4.0,4.0,4.0,2.0,5.0,3.0,2.0,4.0,4.0,4.0,3.0,2.0,2.0,6.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,2.0,4.0,3.0,4.0,2.0,4.0,8.0,1.0,5.0,4.0,2.0,4.0,4.0,2.0,4.0,3.0,4.0,3.0,6.0,4.0,5.0
AOCS-055-1,8.0,5.0,4.0,2.0,3.0,5.0,3.0,19.0,11.0,2.0,2.0,6.0,6.0,3.0,4.0,2.0,5.0,8.0,3.0,2.0,3.0,6.0,2.0,11.0,2.0,2.0,6.0,4.0,3.0,3.0,24.0,7.0,4.0,4.0,6.0,6.0,1.0,3.0,6.0,2.0,3.0,7.0,3.0,4.0,3.0,3.0,4.0,3.0,6.0,5.0
AOCS-145-1,4.0,3.0,3.0,1.0,4.0,4.0,3.0,4.0,5.0,1.0,2.0,2.0,5.0,2.0,4.0,1.0,4.0,4.0,4.0,3.0,3.0,5.0,1.0,5.0,1.0,1.0,3.0,1.0,2.0,3.0,2.0,3.0,8.0,2.0,4.0,15.0,1.0,3.0,3.0,3.0,5.0,4.0,5.0,4.0,4.0,3.0,5.0,5.0,3.0,2.0
AOCS-148-1,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,2.0,4.0,4.0,2.0,4.0,4.0,2.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,2.0,4.0,2.0,4.0,4.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0
AOCS-146-1,8.0,4.0,4.0,2.0,5.0,4.0,2.0,4.0,6.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,5.0,4.0,4.0,6.0,2.0,6.0,2.0,2.0,5.0,2.0,4.0,4.0,2.0,4.0,3.0,2.0,6.0,11.0,2.0,4.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,6.0,5.0
AOCS-144-1,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,4.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,5.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0
AOCS-137-12,6.0,5.0,4.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,2.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,9.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,2.0,6.0,4.0,3.0,4.0,4.0,5.0,5.0,4.0,2.0,4.0,6.0,4.0,2.0
AOCS-160-1,5.0,6.0,3.0,4.0,6.0,6.0,3.0,6.0,6.0,3.0,3.0,6.0,4.0,4.0,6.0,3.0,3.0,9.0,7.0,6.0,6.0,5.0,3.0,6.0,6.0,6.0,6.0,6.0,6.0,3.0,6.0,7.0,5.0,3.0,6.0,9.0,6.0,6.0,6.0,5.0,5.0,6.0,7.0,6.0,6.0,6.0,3.0,6.0,6.0,6.0
AOCS-164-1,1.0,2.0,2.0,1.0,4.0,2.0,1.0,4.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0
AOCS-169-1,6.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,2.0,2.0,1.0,4.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,8.0,2.0,2.0,2.0,2.0,1.0,1.0,7.0,3.0,4.0,2.0,2.0,1.0,2.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,3.0,1.0,2.0,1.0,3.0,3.0
AOCS-161-1,3.0,4.0,4.0,2.0,5.0,4.0,3.0,5.0,4.0,5.0,2.0,4.0,6.0,4.0,5.0,5.0,4.0,6.0,4.0,4.0,8.0,13.0,5.0,4.0,5.0,5.0,6.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,6.0,8.0,4.0,3.0,6.0,3.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,3.0,6.0,4.0
AOCS-147-1,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
AOCS-149-1,7.0,3.0,3.0,1.0,4.0,2.0,2.0,4.0,5.0,2.0,2.0,3.0,3.0,4.0,4.0,2.0,4.0,4.0,4.0,1.0,2.0,4.0,2.0,5.0,2.0,2.0,4.0,4.0,4.0,3.0,5.0,5.0,3.0,2.0,4.0,5.0,1.0,4.0,4.0,5.0,3.0,3.0,4.0,3.0,1.0,3.0,3.0,4.0,4.0,4.0
AOCS-153-1,1.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,4.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,6.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,1.0,3.0,1.0,2.0,2.0
AOCS-163-1,2.0,3.0,5.0,3.0,3.0,3.0,2.0,8.0,5.0,3.0,2.0,5.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,5.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,5.0,5.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,5.0,2.0,3.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,5.0
AOCS-165-1,3.0,3.0,2.0,2.0,4.0,3.0,2.0,3.0,3.0,2.0,3.0,4.0,3.0,2.0,3.0,2.0,2.0,4.0,2.0,2.0,4.0,10.0,2.0,3.0,2.0,2.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,4.0,3.0,2.0,3.0,3.0,4.0,4.0
AOCS-159-1,3.0,3.0,2.0,1.0,2.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,4.0,4.0,3.0,2.0,4.0,6.0,3.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,6.0,3.0,2.0,4.0,4.0
AOCS-079-1,3.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,4.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0
AOCS-116-1,2.0,2.0,2.0,1.0,3.0,2.0,2.0,10.0,2.0,4.0,3.0,2.0,2.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,2.0,5.0,4.0,2.0,2.0,2.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,3.0,3.0,2.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,2.0
AOCS-111-1,4.0,5.0,5.0,2.0,3.0,5.0,4.0,9.0,4.0,3.0,3.0,5.0,2.0,4.0,5.0,3.0,3.0,5.0,4.0,3.0,3.0,6.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,5.0,13.0,3.0,5.0,2.0,5.0,6.0,4.0,2.0,5.0,3.0,2.0,5.0,4.0,4.0,3.0,2.0,2.0,2.0,5.0,5.0
AOCS-095-1,3.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,8.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0
AOCS-128-1,2.0,3.0,3.0,1.0,2.0,3.0,2.0,4.0,2.0,2.0,3.0,4.0,1.0,2.0,3.0,2.0,2.0,3.0,4.0,4.0,3.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,4.0,4.0,2.0,6.0,4.0,5.0,2.0,2.0,5.0,4.0,5.0,6.0,4.0,3.0,2.0,1.0,4.0,2.0,4.0,4.0
AOCS-081-1,4.0,3.0,2.0,3.0,3.0,3.0,2.0,7.0,5.0,2.0,1.0,3.0,3.0,2.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,5.0,3.0,3.0,3.0,3.0,3.0,2.0,9.0,3.0,2.0,2.0,3.0,4.0,2.0,3.0,3.0,1.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,4.0,3.0
AOCS-004-1,3.0,4.0,3.0,2.0,4.0,3.0,2.0,13.0,3.0,1.0,2.0,5.0,3.0,2.0,3.0,1.0,2.0,4.0,2.0,2.0,1.0,7.0,1.0,3.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,6.0,4.0,2.0,5.0,2.0,6.0,4.0,2.0,3.0,3.0,2.0,5.0,2.0,2.0,5.0
AOCS-113-1,6.0,5.0,3.0,3.0,3.0,5.0,4.0,4.0,7.0,3.0,4.0,8.0,6.0,4.0,6.0,3.0,5.0,7.0,4.0,4.0,6.0,6.0,3.0,5.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,7.0,7.0,4.0,6.0,5.0,3.0,4.0,8.0,4.0,2.0,4.0,4.0,6.0,4.0,2.0,2.0,4.0,6.0,8.0
